Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Malaysia,Sungai Pelek,121,Unhealthy for Sensitive Groups,3,Good,17,Good,8,Good,121,Unhealthy for Sensitive Groups
Pakistan,Surab,92,Moderate,0,Good,36,Good,0,Good,92,Moderate
Philippines,Taal,75,Moderate,1,Good,21,Good,6,Good,75,Moderate
Iraq,Tall Kayf,71,Moderate,1,Good,48,Good,1,Good,71,Moderate
China,Tangjiazhuang,96,Moderate,3,Good,82,Moderate,11,Good,96,Moderate
China,Tanshui,160,Unhealthy,4,Good,29,Good,26,Good,160,Unhealthy
Italy,Vigonza,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate
Colombia,Villamaria,79,Moderate,1,Good,22,Good,2,Good,79,Moderate
India,Vite,108,Unhealthy for Sensitive Groups,2,Good,23,Good,4,Good,108,Unhealthy for Sensitive Groups
Poland,Wabrzezno,41,Good,1,Good,41,Good,0,Good,21,Good
Poland,Walbrzych,53,Moderate,1,Good,41,Good,0,Good,53,Moderate
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good
Democratic Republic of the Congo,Kampene,85,Moderate,1,Good,18,Good,0,Good,85,Moderate
Japan,Kanonji,34,Good,1,Good,28,Good,3,Good,34,Good
Russian Federation,Karabanovo,70,Moderate,2,Good,18,Good,15,Good,70,Moderate
Democratic Republic of the Congo,Kasongo Lunda,481,Hazardous,51,Moderate,39,Good,7,Good,446,Hazardous
Germany,Kassel,51,Moderate,1,Good,38,Good,1,Good,51,Moderate
Japan,Kasugai,49,Good,1,Good,49,Good,2,Good,45,Good
Japan,Kasukabe,36,Good,1,Good,36,Good,3,Good,21,Good
India,Kekri,222,Very Unhealthy,1,Good,38,Good,0,Good,222,Very Unhealthy
Germany,Kelsterbach,69,Moderate,1,Good,36,Good,3,Good,69,Moderate
Greece,Kerkira,50,Good,1,Good,40,Good,1,Good,50,Good
India,Kerur,58,Moderate,0,Good,23,Good,0,Good,58,Moderate
India,Khachrod,175,Unhealthy,1,Good,37,Good,0,Good,175,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Kidderminster,51,Moderate,1,Good,14,Good,8,Good,51,Moderate
Japan,Kikuchi,36,Good,1,Good,36,Good,1,Good,19,Good
Russian Federation,Klin,60,Moderate,1,Good,25,Good,2,Good,60,Moderate
Germany,Koblenz,66,Moderate,1,Good,30,Good,5,Good,66,Moderate
India,Kodinar,121,Unhealthy for Sensitive Groups,0,Good,24,Good,0,Good,121,Unhealthy for Sensitive Groups
India,Kovilpatti,56,Moderate,0,Good,27,Good,0,Good,56,Moderate
Poland,Krnov,95,Moderate,1,Good,35,Good,2,Good,95,Moderate
South Africa,Kruisfontein,73,Moderate,2,Good,17,Good,4,Good,73,Moderate
India,Kuchaman,285,Very Unhealthy,1,Good,43,Good,0,Good,285,Very Unhealthy
India,Kuchera,281,Very Unhealthy,1,Good,40,Good,0,Good,281,Very Unhealthy
Cameroon,Kumba,107,Unhealthy for Sensitive Groups,3,Good,18,Good,1,Good,107,Unhealthy for Sensitive Groups
Panama,La Cabima,102,Unhealthy for Sensitive Groups,3,Good,15,Good,13,Good,102,Unhealthy for Sensitive Groups
Germany,Laatzen,35,Good,0,Good,35,Good,1,Good,28,Good
United States of America,Doraville,101,Unhealthy for Sensitive Groups,3,Good,2,Good,29,Good,101,Unhealthy for Sensitive Groups
Poland,Drezdenko,32,Good,0,Good,32,Good,1,Good,28,Good
India,Dum Dum,180,Unhealthy,4,Good,107,Unhealthy for Sensitive Groups,4,Good,180,Unhealthy
United States of America,East Cleveland,42,Good,1,Good,32,Good,8,Good,42,Good
United States of America,East Highland Park,69,Moderate,1,Good,38,Good,3,Good,69,Moderate
United Kingdom of Great Britain and Northern Ireland,Eastleigh,37,Good,0,Good,29,Good,2,Good,37,Good
Netherlands,Echt,35,Good,1,Good,33,Good,2,Good,35,Good
Japan,Edosaki,41,Good,1,Good,41,Good,1,Good,38,Good
Switzerland,Einsiedeln,28,Good,0,Good,28,Good,1,Good,28,Good
Germany,Eitorf,34,Good,1,Good,34,Good,2,Good,28,Good
India,Daman,130,Unhealthy for Sensitive Groups,0,Good,21,Good,0,Good,130,Unhealthy for Sensitive Groups
India,Damoh,155,Unhealthy,1,Good,42,Good,0,Good,155,Unhealthy
United States of America,Darby,60,Moderate,1,Good,45,Good,4,Good,60,Moderate
Malawi,Dedza,29,Good,0,Good,22,Good,0,Good,29,Good
Thailand,Den Chai,25,Good,0,Good,22,Good,0,Good,25,Good
India,Dhaka,235,Very Unhealthy,3,Good,158,Unhealthy,1,Good,235,Very Unhealthy
Nepal,Dhankuta,167,Unhealthy,2,Good,76,Moderate,0,Good,167,Unhealthy
Republic of Moldova,Dnestrovsc,45,Good,1,Good,40,Good,0,Good,45,Good
Syrian Arab Republic,Abu Kamal,150,Unhealthy,1,Good,47,Good,0,Good,150,Unhealthy
Mexico,Acatzingo,125,Unhealthy for Sensitive Groups,2,Good,11,Good,8,Good,125,Unhealthy for Sensitive Groups
Italy,Aci Castello,64,Moderate,1,Good,38,Good,1,Good,64,Moderate
India,Agar,157,Unhealthy,1,Good,37,Good,0,Good,157,Unhealthy
Germany,Ahlen,28,Good,0,Good,28,Good,1,Good,26,Good
France,Ajaccio,44,Good,1,Good,44,Good,2,Good,30,Good
Russian Federation,Akhtyrskiy,45,Good,1,Good,45,Good,1,Good,28,Good
India,Alangayam,70,Moderate,0,Good,29,Good,0,Good,70,Moderate
Italy,Alassio,56,Moderate,1,Good,35,Good,3,Good,56,Moderate
South Africa,Alberton,205,Very Unhealthy,41,Good,9,Good,25,Good,205,Very Unhealthy
,Albufeira,35,Good,0,Good,35,Good,2,Good,19,Good
United States of America,Alexander City,79,Moderate,1,Good,27,Good,3,Good,79,Moderate
France,Alfortville,31,Good,1,Good,28,Good,2,Good,31,Good
Philippines,Amadeo,40,Good,0,Good,26,Good,0,Good,40,Good
,Amahai,16,Good,0,Good,16,Good,0,Good,7,Good
Turkey,Amasya,40,Good,1,Good,40,Good,0,Good,13,Good
Madagascar,Ambositra,20,Good,0,Good,20,Good,0,Good,10,Good
India,Amlagora,185,Unhealthy,1,Good,84,Moderate,1,Good,185,Unhealthy
Brazil,Ampere,19,Good,0,Good,19,Good,0,Good,13,Good
Austria,Amstetten,50,Good,1,Good,33,Good,1,Good,50,Good
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate
Mexico,Apatlaco,91,Moderate,2,Good,8,Good,10,Good,91,Moderate
Russian Federation,Aramil,38,Good,1,Good,38,Good,1,Good,23,Good
Brazil,Ararangua,82,Moderate,2,Good,10,Good,4,Good,82,Moderate
,Arcachon,50,Good,1,Good,31,Good,1,Good,50,Good
Paraguay,Aregua,37,Good,1,Good,19,Good,1,Good,37,Good
Brazil,Aripuana,48,Good,1,Good,0,Good,0,Good,48,Good
South Africa,Atlantis,161,Unhealthy,2,Good,15,Good,4,Good,161,Unhealthy
Mexico,Atotonilco El Alto,37,Good,1,Good,9,Good,3,Good,37,Good
Côte d'Ivoire,Ayame,107,Unhealthy for Sensitive Groups,3,Good,12,Good,2,Good,107,Unhealthy for Sensitive Groups
Guinea-Bissau,Bafata,109,Unhealthy for Sensitive Groups,1,Good,19,Good,0,Good,109,Unhealthy for Sensitive Groups
Dominican Republic,Bajos De Haina,156,Unhealthy,2,Good,3,Good,16,Good,156,Unhealthy
Malawi,Balaka,41,Good,1,Good,22,Good,0,Good,41,Good
India,Balangir,161,Unhealthy,1,Good,47,Good,0,Good,161,Unhealthy
United States of America,Baldwin Park,124,Unhealthy for Sensitive Groups,4,Good,7,Good,34,Good,124,Unhealthy for Sensitive Groups
Turkmenistan,Balkanabat,140,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,140,Unhealthy for Sensitive Groups
India,Bandikui,201,Very Unhealthy,1,Good,42,Good,0,Good,201,Very Unhealthy
Thailand,Bang Rakam,92,Moderate,0,Good,25,Good,0,Good,92,Moderate
India,Bawal,500,Hazardous,1,Good,36,Good,1,Good,426,Hazardous
United States of America,Baltimore,36,Good,1,Good,30,Good,8,Good,36,Good
Slovakia,Banska Bystrica,69,Moderate,1,Good,42,Good,0,Good,69,Moderate
India,Banswada,96,Moderate,1,Good,30,Good,0,Good,96,Moderate
India,Barasat,179,Unhealthy,6,Good,105,Unhealthy for Sensitive Groups,7,Good,179,Unhealthy
Brazil,Barra Bonita,48,Good,1,Good,10,Good,2,Good,48,Good
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate
Togo,Bassar,48,Good,2,Good,12,Good,0,Good,48,Good
Belgium,Bastogne,51,Moderate,1,Good,24,Good,4,Good,51,Moderate
Malaysia,Batang Berjuntai,97,Moderate,2,Good,53,Moderate,1,Good,97,Moderate
Ethiopia,Bati,178,Unhealthy,1,Good,37,Good,0,Good,178,Unhealthy
United States of America,Baton Rouge,58,Moderate,1,Good,10,Good,9,Good,58,Moderate
Romania,Beclean,68,Moderate,1,Good,40,Good,0,Good,68,Moderate
Germany,Bedburg,44,Good,1,Good,24,Good,4,Good,44,Good
Italy,Belluno,100,Unhealthy for Sensitive Groups,1,Good,32,Good,2,Good,100,Unhealthy for Sensitive Groups
Russian Federation,Belogorsk,34,Good,1,Good,34,Good,0,Good,21,Good
United States of America,Beloit,55,Moderate,2,Good,28,Good,8,Good,55,Moderate
Germany,Bergisch Gladbach,47,Good,1,Good,24,Good,4,Good,47,Good
India,Bewar,197,Unhealthy,3,Good,140,Unhealthy for Sensitive Groups,2,Good,197,Unhealthy
India,Bhaderwah,60,Moderate,1,Good,48,Good,0,Good,60,Moderate
Nepal,Bhadrapur,60,Moderate,2,Good,46,Good,0,Good,60,Moderate
India,Bhagalpur,80,Moderate,2,Good,79,Moderate,1,Good,80,Moderate
Philippines,Bigaa,53,Moderate,1,Good,24,Good,0,Good,53,Moderate
Bosnia and Herzegovina,Bihac,49,Good,1,Good,32,Good,0,Good,49,Good
India,Bijapur,113,Unhealthy for Sensitive Groups,0,Good,24,Good,0,Good,113,Unhealthy for Sensitive Groups
India,Bilsi,164,Unhealthy,3,Good,164,Unhealthy,3,Good,164,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Bishopbriggs,37,Good,1,Good,11,Good,9,Good,37,Good
United States of America,Blythe,40,Good,1,Good,29,Good,4,Good,40,Good
Germany,Bochum,46,Good,1,Good,30,Good,2,Good,46,Good
United States of America,Bonita Springs,45,Good,1,Good,24,Good,4,Good,45,Good
Italy,Borgaro Torinese,85,Moderate,1,Good,40,Good,2,Good,85,Moderate
United States of America,Bozeman,25,Good,1,Good,25,Good,3,Good,18,Good
Poland,Braniewo,33,Good,0,Good,33,Good,0,Good,33,Good
France,Brunoy,56,Moderate,1,Good,20,Good,6,Good,56,Moderate
Germany,Buckeburg,37,Good,0,Good,34,Good,1,Good,37,Good
United States of America,Bucyrus,43,Good,1,Good,43,Good,3,Good,25,Good
Indonesia,Bulakamba,83,Moderate,2,Good,45,Good,1,Good,83,Moderate
Poland,Bydgoszcz,35,Good,0,Good,34,Good,0,Good,35,Good
United States of America,Calhoun,68,Moderate,2,Good,16,Good,19,Good,68,Moderate
Viet Nam,Cam Ranh,62,Moderate,1,Good,30,Good,0,Good,62,Moderate
Romania,Campia Turzii,66,Moderate,1,Good,35,Good,2,Good,66,Moderate
Spain,Canals,26,Good,1,Good,26,Good,1,Good,23,Good
Portugal,Canelas,29,Good,0,Good,29,Good,2,Good,21,Good
Brazil,Canhotinho,35,Good,0,Good,14,Good,2,Good,35,Good
Italy,Capannori,38,Good,1,Good,38,Good,2,Good,19,Good
Brazil,Capitao Poco,53,Moderate,1,Good,7,Good,0,Good,53,Moderate
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate
Italy,Carmignano,94,Moderate,1,Good,36,Good,5,Good,94,Moderate
France,Carpentras,58,Moderate,1,Good,36,Good,2,Good,58,Moderate
Italy,Castelbuono,54,Moderate,1,Good,28,Good,2,Good,54,Moderate
Turkey,Cayeli,42,Good,1,Good,34,Good,0,Good,42,Good
Italy,Cento,101,Unhealthy for Sensitive Groups,2,Good,30,Good,8,Good,101,Unhealthy for Sensitive Groups
India,Chandla,208,Very Unhealthy,1,Good,47,Good,0,Good,208,Very Unhealthy
China,Chaozhou,117,Unhealthy for Sensitive Groups,3,Good,117,Unhealthy for Sensitive Groups,3,Good,101,Unhealthy for Sensitive Groups
Russian Federation,Chekmagush,39,Good,1,Good,34,Good,0,Good,39,Good
India,Chhatapur,69,Moderate,2,Good,48,Good,1,Good,69,Moderate
Mexico,Chiconcuac,269,Very Unhealthy,3,Good,13,Good,16,Good,269,Very Unhealthy
India,Chik Ballapur,62,Moderate,0,Good,22,Good,1,Good,62,Moderate
Thailand,Chum Phae,43,Good,0,Good,25,Good,0,Good,43,Good
Turkey,Cine,71,Moderate,1,Good,40,Good,3,Good,71,Moderate
Indonesia,Cisaat,140,Unhealthy for Sensitive Groups,2,Good,91,Moderate,1,Good,140,Unhealthy for Sensitive Groups
United States of America,Cockeysville,38,Good,1,Good,29,Good,9,Good,38,Good
Brazil,Conchas,44,Good,1,Good,11,Good,2,Good,44,Good
United States of America,Coral Springs,146,Unhealthy for Sensitive Groups,4,Good,4,Good,18,Good,146,Unhealthy for Sensitive Groups
United Kingdom of Great Britain and Northern Ireland,Corby,50,Good,0,Good,30,Good,3,Good,50,Good
Brazil,Coreau,53,Moderate,1,Good,5,Good,3,Good,53,Moderate
Brazil,Coroata,58,Moderate,2,Good,1,Good,2,Good,58,Moderate
Brazil,Coronel Vivida,17,Good,1,Good,17,Good,0,Good,14,Good
Mexico,Costa Rica,105,Unhealthy for Sensitive Groups,2,Good,11,Good,4,Good,105,Unhealthy for Sensitive Groups
Mozambique,Cuamba,20,Good,0,Good,20,Good,0,Good,16,Good
Mexico,Cuautitlan,176,Unhealthy,4,Good,11,Good,16,Good,176,Unhealthy
Brazil,Cubatao,153,Unhealthy,4,Good,2,Good,19,Good,153,Unhealthy
Senegal,Dagana,211,Very Unhealthy,1,Good,22,Good,1,Good,211,Very Unhealthy
Italy,Budrio,40,Good,1,Good,40,Good,2,Good,34,Good
Democratic Republic of the Congo,Buta,64,Moderate,2,Good,6,Good,0,Good,64,Moderate
Croatia,Cakovec,75,Moderate,1,Good,38,Good,2,Good,75,Moderate
United States of America,Camp Springs,52,Moderate,1,Good,32,Good,5,Good,52,Moderate
Mexico,Cananea,47,Good,1,Good,21,Good,1,Good,47,Good
India,Canning,184,Unhealthy,2,Good,68,Moderate,2,Good,184,Unhealthy
Brazil,Carlos Barbosa,18,Good,0,Good,18,Good,1,Good,15,Good
United Kingdom of Great Britain and Northern Ireland,Carlton,52,Moderate,1,Good,9,Good,12,Good,52,Moderate
Italy,Carpenedolo,75,Moderate,1,Good,35,Good,4,Good,75,Moderate
Italy,Castiglion Fiorentino,45,Good,1,Good,36,Good,3,Good,45,Good
France,Caudry,36,Good,1,Good,25,Good,2,Good,36,Good
United States of America,Centennial,73,Moderate,2,Good,10,Good,14,Good,73,Moderate
Latvia,Cesis,36,Good,1,Good,30,Good,0,Good,36,Good
India,Chandrakona,186,Unhealthy,1,Good,81,Moderate,1,Good,186,Unhealthy
China,Changqing,166,Unhealthy,5,Good,162,Unhealthy,10,Good,166,Unhealthy
Pakistan,Charsadda,100,Unhealthy for Sensitive Groups,2,Good,100,Unhealthy for Sensitive Groups,1,Good,90,Moderate
Russian Federation,Chegem,37,Good,0,Good,37,Good,0,Good,23,Good
Poland,Chelmza,31,Good,1,Good,31,Good,1,Good,27,Good
Russian Federation,Chernyanka,52,Moderate,1,Good,30,Good,1,Good,52,Moderate
Canada,Chilliwack,45,Good,1,Good,18,Good,8,Good,45,Good
Colombia,Chinchina,98,Moderate,3,Good,1,Good,8,Good,98,Moderate
China,Chunan,166,Unhealthy,3,Good,166,Unhealthy,2,Good,130,Unhealthy for Sensitive Groups
Indonesia,Cianjur,96,Moderate,2,Good,78,Moderate,1,Good,96,Moderate
Indonesia,Cibinong,173,Unhealthy,4,Good,173,Unhealthy,3,Good,150,Unhealthy
Italy,Cirie,66,Moderate,2,Good,15,Good,10,Good,66,Moderate
United Kingdom of Great Britain and Northern Ireland,Clevedon,50,Good,1,Good,15,Good,7,Good,50,Good
Spain,Consuegra,31,Good,1,Good,27,Good,2,Good,31,Good
Italy,Cossato,69,Moderate,2,Good,20,Good,6,Good,69,Moderate
France,Croissy Sur Seine,34,Good,1,Good,27,Good,2,Good,34,Good
Mexico,Cuauhtemoc,44,Good,0,Good,29,Good,0,Good,44,Good
Colombia,Cumaral,66,Moderate,2,Good,1,Good,5,Good,66,Moderate
Mauritius,Curepipe,29,Good,0,Good,29,Good,0,Good,28,Good
Romania,Dabuleni,70,Moderate,1,Good,37,Good,2,Good,70,Moderate
United States of America,Dale City,53,Moderate,1,Good,31,Good,4,Good,53,Moderate
Gabon,Bitam,45,Good,1,Good,22,Good,0,Good,45,Good
Republic of North Macedonia,Bitola,66,Moderate,1,Good,40,Good,2,Good,66,Moderate
Nicaragua,Bluefields,22,Good,1,Good,22,Good,0,Good,21,Good
Philippines,Bongabon,75,Moderate,1,Good,29,Good,0,Good,75,Moderate
Brazil,Boquim,23,Good,0,Good,16,Good,1,Good,23,Good
Ukraine,Borshchiv,78,Moderate,1,Good,34,Good,1,Good,78,Moderate
Germany,Brake,31,Good,0,Good,31,Good,1,Good,31,Good
Germany,Beckingen,28,Good,0,Good,28,Good,2,Good,21,Good
Uzbekistan,Bektemir,97,Moderate,1,Good,77,Moderate,2,Good,97,Moderate
Italy,Belmonte Mezzagno,55,Moderate,1,Good,43,Good,2,Good,55,Moderate
Indonesia,Besuki,58,Moderate,1,Good,37,Good,0,Good,58,Moderate
Nepal,Bhaktapur,125,Unhealthy for Sensitive Groups,2,Good,61,Moderate,0,Good,125,Unhealthy for Sensitive Groups
India,Bhandara,152,Unhealthy,1,Good,42,Good,0,Good,152,Unhealthy
Italy,Biassono,61,Moderate,1,Good,36,Good,3,Good,61,Moderate
Ethiopia,Bichena,148,Unhealthy for Sensitive Groups,2,Good,22,Good,1,Good,148,Unhealthy for Sensitive Groups
Hungary,Bicske,66,Moderate,1,Good,35,Good,3,Good,66,Moderate
United States of America,Coachella,51,Moderate,1,Good,35,Good,3,Good,51,Moderate
Mexico,Colotlan,21,Good,1,Good,11,Good,1,Good,21,Good
Brazil,Corbelia,15,Good,1,Good,15,Good,0,Good,12,Good
Spain,Cornella,46,Good,1,Good,25,Good,6,Good,46,Good
India,Punganuru,83,Moderate,0,Good,30,Good,0,Good,83,Moderate
India,Puranpur,500,Hazardous,2,Good,128,Unhealthy for Sensitive Groups,1,Good,481,Hazardous
India,Puri,139,Unhealthy for Sensitive Groups,2,Good,54,Moderate,0,Good,139,Unhealthy for Sensitive Groups
Netherlands,Purmerend,37,Good,1,Good,28,Good,4,Good,37,Good
China,Qinhuangdao,87,Moderate,3,Good,69,Moderate,5,Good,87,Moderate
Germany,Quakenbruck,33,Good,1,Good,33,Good,2,Good,25,Good
China,Quanzhou,95,Moderate,2,Good,64,Moderate,5,Good,95,Moderate
El Salvador,Quezaltepeque,132,Unhealthy for Sensitive Groups,4,Good,6,Good,11,Good,132,Unhealthy for Sensitive Groups
Venezuela (Bolivarian Republic of),Quibor,55,Moderate,1,Good,14,Good,2,Good,55,Moderate
Bulgaria,Radomir,59,Moderate,1,Good,42,Good,0,Good,59,Moderate
India,Rae Bareli,263,Very Unhealthy,1,Good,47,Good,1,Good,249,Very Unhealthy
India,Raisinghnagar,500,Hazardous,1,Good,40,Good,0,Good,454,Hazardous
India,Rajaldesar,500,Hazardous,0,Good,37,Good,0,Good,477,Hazardous
Israel,Ramla,86,Moderate,2,Good,55,Moderate,5,Good,86,Moderate
Italy,Randazzo,41,Good,1,Good,41,Good,0,Good,39,Good
Bangladesh,Raozan,113,Unhealthy for Sensitive Groups,1,Good,38,Good,1,Good,113,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),Ravar,164,Unhealthy,1,Good,42,Good,0,Good,164,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good
Portugal,Rebordosa,40,Good,1,Good,22,Good,4,Good,40,Good
Germany,Recke,34,Good,1,Good,34,Good,2,Good,25,Good
Brazil,Regente Feijo,33,Good,1,Good,14,Good,1,Good,33,Good
Indonesia,Rengasdengklok,98,Moderate,2,Good,84,Moderate,1,Good,98,Moderate
Brazil,Reserva,18,Good,0,Good,18,Good,0,Good,13,Good
Russian Federation,Revda,30,Good,1,Good,30,Good,0,Good,25,Good
Germany,Rheinau,35,Good,0,Good,35,Good,1,Good,27,Good
Brazil,Rio Formoso,34,Good,0,Good,18,Good,1,Good,34,Good
Argentina,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good
Brazil,Olimpia,55,Moderate,1,Good,5,Good,2,Good,55,Moderate
,Omura,45,Good,2,Good,45,Good,5,Good,45,Good
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate
Hungary,Oroshaza,49,Good,1,Good,30,Good,1,Good,49,Good
Poland,Ostroleka,44,Good,1,Good,36,Good,0,Good,44,Good
Japan,Otofuke,30,Good,1,Good,30,Good,0,Good,11,Good
Belgium,Oudenaarde,36,Good,1,Good,25,Good,3,Good,36,Good
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
Brazil,Palmares,45,Good,1,Good,11,Good,3,Good,45,Good
Venezuela (Bolivarian Republic of),Palo Negro,50,Good,1,Good,17,Good,4,Good,50,Good
Italy,Taurisano,65,Moderate,1,Good,65,Moderate,0,Good,41,Good
Togo,Tchamba,78,Moderate,1,Good,20,Good,0,Good,78,Moderate
Republic of North Macedonia,Tearce,48,Good,1,Good,42,Good,0,Good,48,Good
Mexico,Tehuantepec,62,Moderate,2,Good,10,Good,4,Good,62,Moderate
Philippines,Telabastagan,71,Moderate,1,Good,23,Good,1,Good,71,Moderate
Japan,Tenri,40,Good,1,Good,40,Good,2,Good,36,Good
Mexico,Tequisquiapan,57,Moderate,1,Good,17,Good,4,Good,57,Moderate
Spain,Teror,37,Good,0,Good,37,Good,0,Good,16,Good
Mexico,Texmelucan,169,Unhealthy,2,Good,4,Good,12,Good,169,Unhealthy
Thailand,Thap Khlo,50,Good,0,Good,21,Good,0,Good,50,Good
Brazil,Tocantins,51,Moderate,1,Good,5,Good,4,Good,51,Moderate
Romania,Rovinari,61,Moderate,1,Good,36,Good,2,Good,61,Moderate
Indonesia,Ruteng,24,Good,1,Good,24,Good,0,Good,19,Good
France,Saint Junien,38,Good,1,Good,30,Good,2,Good,38,Good
Latvia,Saldus,40,Good,1,Good,35,Good,0,Good,40,Good
India,Samastipur,266,Very Unhealthy,3,Good,151,Unhealthy,1,Good,266,Very Unhealthy
Russian Federation,Sheksna,33,Good,1,Good,33,Good,0,Good,9,Good
India,Sheoganj,159,Unhealthy,0,Good,35,Good,0,Good,159,Unhealthy
India,Shimla,178,Unhealthy,2,Good,114,Unhealthy for Sensitive Groups,0,Good,178,Unhealthy
,Shingu,49,Good,1,Good,49,Good,2,Good,45,Good
Japan,Shintomi,47,Good,1,Good,47,Good,1,Good,45,Good
Zambia,Siavonga,39,Good,1,Good,17,Good,0,Good,39,Good
Colombia,Sibate,91,Moderate,2,Good,4,Good,9,Good,91,Moderate
Poland,Sierpc,34,Good,1,Good,34,Good,0,Good,28,Good
Romania,Sighetu Marmatiei,63,Moderate,1,Good,26,Good,0,Good,63,Moderate
Romania,Sighisoara,63,Moderate,1,Good,42,Good,0,Good,63,Moderate
Bosnia and Herzegovina,Sipovo,27,Good,1,Good,27,Good,0,Good,20,Good
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good
Poland,Stargard Szczecinski,35,Good,0,Good,35,Good,1,Good,25,Good
Russian Federation,Starokorsunskaya,44,Good,1,Good,44,Good,4,Good,32,Good
Ukraine,Stebnyk,52,Moderate,1,Good,29,Good,1,Good,52,Moderate
Denmark,Stenlose,39,Good,0,Good,39,Good,0,Good,21,Good
Turkey,Suhut,51,Moderate,1,Good,46,Good,0,Good,51,Moderate
Indonesia,Sukabumi,97,Moderate,2,Good,67,Moderate,1,Good,97,Moderate
United Kingdom of Great Britain and Northern Ireland,Sunderland,51,Moderate,0,Good,32,Good,1,Good,51,Moderate
United States of America,Sunnyvale,53,Moderate,1,Good,21,Good,10,Good,53,Moderate
Thailand,Surat Thani,33,Good,0,Good,17,Good,0,Good,33,Good
Malaysia,Tapah,51,Moderate,1,Good,42,Good,0,Good,51,Moderate
Republic of Moldova,Taraclia,41,Good,1,Good,41,Good,0,Good,31,Good
Brazil,Umbauba,32,Good,0,Good,10,Good,2,Good,32,Good
Japan,Urasoe,50,Good,1,Good,32,Good,1,Good,50,Good
Romania,Urziceni,40,Good,1,Good,40,Good,0,Good,25,Good
Turkey,Usak,56,Moderate,1,Good,56,Moderate,0,Good,38,Good
Pakistan,Uthal,167,Unhealthy,1,Good,39,Good,0,Good,167,Unhealthy
Ukraine,Uzyn,54,Moderate,1,Good,43,Good,0,Good,54,Moderate
India,Vaikam,58,Moderate,0,Good,26,Good,0,Good,58,Moderate
Mexico,Valle De Bravo,46,Good,1,Good,11,Good,5,Good,46,Good
Iran (Islamic Republic of),Varamin,140,Unhealthy for Sensitive Groups,2,Good,140,Unhealthy for Sensitive Groups,3,Good,131,Unhealthy for Sensitive Groups
Russian Federation,Velikiy Ustyug,34,Good,1,Good,34,Good,0,Good,17,Good
